"filename", "language", "TypeScript", "Vue", "XML", "PostCSS", "JSON", "JSON with Comments", "YAML", "Prisma", "Markdown", "MS SQL", "comment", "blank", "total"
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/app/pages/order-table/[table_id].vue", "Vue", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 22, 98, 249
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/app/pages/order-table/checkout/index.vue", "Vue", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 76
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/app/pages/order-table/checkout/return.vue", "Vue", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37, 113
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/app/pages/print-roster.vue", "Vue", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 3, 53, 128
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/nuxt.config.ts", "TypeScript", 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 112
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/package-lock.json", "JSON", 0, 0, 0, 0, 22914, 0, 0, 0, 0, 0, 0, 1, 22915
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/package.json", "JSON", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 1, 59
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma.config.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251110061727_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 4, 6, 26
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251110064400_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 9
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251110143245/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 18, 14, 69
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251120035811_added_booking_schema/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 7, 35
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251120040402_removed_table_location_from_booking/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 9
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251205013948_added_orders_schema/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 6, 8, 39
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251205053810_added_menuitme/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 5, 22
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251209073346_added_ordertype_to_order_table/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 6
"/Users/mingmatenzingsherpa/Documents/programming/RestoQuick_Nuxt/prisma/migrations/20251216020406/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 2, 12
